,beijing,chicago,dubai,las vegas,london,montreal,new delhi,new york city,san francisco,shanghai
nyc!!!a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
the park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
room 210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
harlem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
très sympathique,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
zweckmässig,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
freundlich,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
n.y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0
yorkville,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
upper new york,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
there!!!while,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ymha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
st. barts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
washington st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
the city's,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
enoughas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
grand central station).we,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
alchemy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
blockbuster video,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
buchingham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ameritania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0
expected.i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
modern!there,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
frick,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
st pats cathedral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8th ave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
maceys,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,2.0,0.0
rockerfeller plaza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
grenwich village,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
paint?after,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
expida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
b'way,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
nyc.we,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0
roxi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
battery city,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
feb before,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
dec 26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hotel da evitare,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
l.g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
trashcan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
maddison ave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
central park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0
rockefeller centre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0
st. subway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
sirens).i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ney york,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
sawdust,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
case).we,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
lesportland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
pershaw!.it,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
new york shopping trip,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
thompson les,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
west broadway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0
s.g.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
anew york,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
new york city's,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
sohogrand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
grand guest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
birdland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
tribecca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0
tribeca&quot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
kittichai,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0
hotel gansevoort,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
amina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
mercer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0
doritos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
turon travel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
jeanine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
turon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
westchester county,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
chelsa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
manhatan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
women).expect,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
penn st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
poland spring,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
gramercy park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0
west villages,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
times,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
new york hotels,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
faux,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
jfk.if,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
new york 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
meatpacking,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
gloriana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
la planta baja,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
qt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0
pittsburg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
way).in,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
battery park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0
murray hill,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0
cool corner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
accura,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0
medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
meatpacking district,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
stoli,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
whatever&quot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
lexinghton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hotel rouge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
new rochelle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
serafina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0
dec 08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
tyku,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
amosh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
amalia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
new york anyway!great,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
quickbook,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
sefrina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
sarafina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
new york boutique,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
forbidden broadway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
siren way,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
vinyl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
new york minutes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
duane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
the empire states,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
new york pass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
u s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
mac'ys,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
emprie state,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
st patrick's,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
partialy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
new york city!i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
commfort inn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
the blizzard of '06.go,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
rate!enjoy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
macey’s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
lol)loganville,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
receptionthe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
theuk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
new york 2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
petrol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
welllington,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
new york city extravaganza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
las veagas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
fluffys,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
keenan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
delight!having,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
broadway/7th ave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
eg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
interest!flatotel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
flatotel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
rockerfeller centre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0
rockefeller plaza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
st. great,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
fries&quot;,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
new yorik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
sore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
decrepit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
price(10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
mind(which,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
perfect!however,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
new york sep-dec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
enlgand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
moderne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
new york city hotels,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
st pats,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
teneues,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
long island city,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
moonshine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
murray hill inn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
bagelry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
3rd ave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
pergo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
expedia).i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
jimmys cafe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
zana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
statten island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
st mark's,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
jfk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
upper west manhattan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
mid town,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0
maddison,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
macy’s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
staton island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
new york city.&quot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
zena,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
manahttan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
new york manhatten,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
zanas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
stevange,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
the empire state,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
that!overall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
supershuttle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,6.0,0.0
engalnd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
manhattan island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
breakfast!?)the,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
doughnuts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
pennslyvannia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
mnahattan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
pitts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
boat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
path,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
newark intl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
elevator?the,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
trump tower,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
blue city,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
emma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
new yotk city,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
again!i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
jersey gardens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
inn new york,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
cold).if,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
tower a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
poorer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
tower b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
alle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
del cliente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
grandes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
phladelphia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
new york york,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
becco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
dec.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
i-495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
here.unfortunaly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
batteria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"new york,8",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
manhathan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
leona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0
enter!i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
outdated!i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hr city,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
new york.&quot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
u.n.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
jun 5-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
news york,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
new yorkcity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
secaucus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
new jerseydesk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
manfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
grand central,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0
mansifeld,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
panna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
was(of,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
bryant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
november2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
light!the,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
mansield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
tiny-----if,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
knotted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
balthazar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0
nyc)loews shoud,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
third ave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
viande,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
dec 04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
feinsteins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
new york 4*+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
bowery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
off-soho suites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
gavenvoort,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
slash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
snakepit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
east broadway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
hotels!however,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
owner&quot;.the,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
nueva york,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0
side;707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
dunhill,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
camera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
dunhills,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
burglars,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
nw york,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
disgusting!shocked,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
pipes.)we,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
toys,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
showering.•,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
street.•,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
new york 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
tony - uk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
wraps,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
msg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0
new york parking!!!so,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
cowpasture,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
tuesday)spoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
trip advisory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
westport,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
o'donnells,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
bryant park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
nyc!the,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
new york!ive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
paid?carmen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
st. james!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hotel no problem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
they;re,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
deodorizer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
pros,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
good).if,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
empire states,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
oldham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
adult activites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
positon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
zabar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0
sayonara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
hayden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0
nyc.it,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
east village bed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
tranquility.&quot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
flux,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
posizione strategica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
justito,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
lombardy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
irving place,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
cibar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
accommodation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
spring awakening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
boradband,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
fire island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
the empire states building,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
-)it,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
